,dataset,n_data,dim_reduction_technique,dimension,prob_labels,alpha,n_samples,k,RMSE,Accuracy,runtime,config
2613,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,5,0.2802570680661981,0.76012,16.321799993515015,configs/FGMRES.json
2614,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,5,0.28357444993996944,0.76846,16.01182246208191,configs/FGMRES.json
2615,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,5,0.2719611644971096,0.81486,16.300909996032715,configs/FGMRES.json
2616,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,5,0.2726375728167517,0.79198,15.83663558959961,configs/FGMRES.json
2617,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,5,0.267884979784033,0.83578,9.357105493545532,configs/FGMRES.json
2618,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,5,0.26891587036112674,0.832,16.07272720336914,configs/FGMRES.json
2619,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,5,0.2690487189453342,0.85082,16.833338499069214,configs/FGMRES.json
2620,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,5,0.2443963709511122,0.8435,16.537053108215332,configs/FGMRES.json
2621,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,5,0.23949015108601968,0.86766,17.185949563980103,configs/FGMRES.json
2622,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,5,0.2412835817028433,0.8539,16.765005111694336,configs/FGMRES.json
2623,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,5,0.23844429879980691,0.87224,17.206074953079224,configs/FGMRES.json
2624,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,5,0.24318469055286043,0.84162,17.3166081905365,configs/FGMRES.json
2625,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,5,0.20431462367258493,0.863,18.168766498565674,configs/FGMRES.json
2626,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,5,0.20694499233277766,0.85768,17.756884574890137,configs/FGMRES.json
2627,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,5,0.20807669025413822,0.85672,17.64728355407715,configs/FGMRES.json
2628,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,5,0.21045936184158384,0.84938,17.696826457977295,configs/FGMRES.json
2629,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,5,0.2096029576553527,0.84734,17.97956132888794,configs/FGMRES.json
2630,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,5,0.17123036109455647,0.85812,20.02894639968872,configs/FGMRES.json
2631,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,5,0.1708277616525371,0.86176,20.155640840530396,configs/FGMRES.json
2632,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,5,0.17183216303601684,0.85944,19.94397497177124,configs/FGMRES.json
2633,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,5,0.16997080745437038,0.8569,20.185192346572876,configs/FGMRES.json
2634,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,5,0.17075900477158118,0.86462,20.20938754081726,configs/FGMRES.json
2635,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,5,0.12844888004599125,0.88088,38.54755902290344,configs/FGMRES.json
2636,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,5,0.13091435097285103,0.8776,38.00185537338257,configs/FGMRES.json
2637,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,5,0.12983142207653475,0.8772,37.896682262420654,configs/FGMRES.json
2638,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,5,0.12899889014022622,0.88114,38.13578152656555,configs/FGMRES.json
2639,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,5,0.1311394230169485,0.87674,37.77753162384033,configs/FGMRES.json
2640,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,5,0.11686984606762629,0.89678,59.91742396354675,configs/FGMRES.json
2641,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,5,0.11730755184130892,0.89676,60.69018316268921,configs/FGMRES.json
2642,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,5,0.11717043000469118,0.89686,60.37149620056152,configs/FGMRES.json
2643,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,5,0.11834814031147838,0.89572,60.67123579978943,configs/FGMRES.json
2644,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,5,0.11700819933923765,0.89702,60.09726643562317,configs/FGMRES.json
2645,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100000,5,0.06583365714169584,0.96412,463.6946153640747,configs/FGMRES.json
2646,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100000,5,0.06533262544436132,0.96504,460.8708505630493,configs/FGMRES.json
2647,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100000,5,0.06524322735226666,0.96518,462.5991325378418,configs/FGMRES.json
2648,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100000,5,0.06584396917749805,0.96436,460.57408261299133,configs/FGMRES.json
2649,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100000,5,0.06507434715019422,0.96524,459.9900302886963,configs/FGMRES.json
2650,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10,7,0.29308241952580794,0.46062,16.40702748298645,configs/FGMRES.json
2651,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10,7,0.2896072131093704,0.41798,15.962462425231934,configs/FGMRES.json
2652,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10,7,0.28906204623985593,0.64372,9.232590675354004,configs/FGMRES.json
2653,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10,7,0.2893169381675584,0.57728,15.899367094039917,configs/FGMRES.json
2654,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10,7,0.2909829288695468,0.54156,16.54623317718506,configs/FGMRES.json
2655,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,25,7,0.28247748007367823,0.74408,15.977308988571167,configs/FGMRES.json
2656,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,25,7,0.2841221987342569,0.8047,16.31084632873535,configs/FGMRES.json
2657,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,25,7,0.2804120583107552,0.85744,9.239386796951294,configs/FGMRES.json
2658,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,25,7,0.2886586649127073,0.75092,16.35097885131836,configs/FGMRES.json
2659,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,25,7,0.2863795424654367,0.77966,16.469164848327637,configs/FGMRES.json
2660,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,7,0.2750941061149801,0.822,15.960015773773193,configs/FGMRES.json
2661,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,7,0.27211244082146885,0.85154,16.13657784461975,configs/FGMRES.json
2662,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,7,0.27801196072281537,0.76986,9.38976263999939,configs/FGMRES.json
2663,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,7,0.2740109952875794,0.8363,16.513880968093872,configs/FGMRES.json
2664,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,7,0.2742679423984401,0.84868,16.792524337768555,configs/FGMRES.json
2665,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,7,0.2579618271768064,0.84336,16.799354076385498,configs/FGMRES.json
2666,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,7,0.2630130109485918,0.79888,16.240201234817505,configs/FGMRES.json
2667,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,7,0.26114850527970046,0.84868,16.338371753692627,configs/FGMRES.json
2668,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,7,0.25889054503087305,0.84496,16.586881399154663,configs/FGMRES.json
2669,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,7,0.2598223128630311,0.85306,16.198320627212524,configs/FGMRES.json
2670,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,7,0.22117402019853794,0.84622,17.98449182510376,configs/FGMRES.json
2671,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,7,0.22576027101336726,0.85022,17.229710578918457,configs/FGMRES.json
2672,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,7,0.21874679272095107,0.8604,17.59298539161682,configs/FGMRES.json
2673,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,7,0.22309666652657373,0.85612,16.993513584136963,configs/FGMRES.json
2674,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,7,0.2224933605673025,0.85534,17.217480421066284,configs/FGMRES.json
2675,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,7,0.18523952502604596,0.8516,18.44086456298828,configs/FGMRES.json
2676,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,7,0.18749108734853237,0.8606,18.404828548431396,configs/FGMRES.json
2677,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,7,0.1847613877159858,0.85706,18.554976224899292,configs/FGMRES.json
2678,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,7,0.1839081281614608,0.85758,18.153380393981934,configs/FGMRES.json
2679,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,7,0.18725254085735382,0.8493,18.764938831329346,configs/FGMRES.json
2680,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,7,0.14997791258315282,0.87034,20.938400268554688,configs/FGMRES.json
2681,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,7,0.15730697526029422,0.85494,21.268006324768066,configs/FGMRES.json
2682,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,7,0.15439288009174706,0.86136,20.996630430221558,configs/FGMRES.json
2683,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,7,0.15451756809516567,0.86276,20.990851879119873,configs/FGMRES.json
2684,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,7,0.15723036872999036,0.85316,20.915599584579468,configs/FGMRES.json
2685,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,7,0.12436974339338636,0.88686,40.95366907119751,configs/FGMRES.json
2686,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,7,0.126730219154101,0.88036,40.00964689254761,configs/FGMRES.json
2687,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,7,0.12576484623603862,0.88298,40.3102810382843,configs/FGMRES.json
2688,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,7,0.12485956384542216,0.88596,41.0958206653595,configs/FGMRES.json
2689,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,7,0.12219467626546521,0.88894,40.581605672836304,configs/FGMRES.json
2690,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,7,0.11390792045424702,0.9007,65.29034495353699,configs/FGMRES.json
2691,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,7,0.11322852390497776,0.90202,64.73172760009766,configs/FGMRES.json
2692,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,7,0.11415731628961376,0.9009,64.66385650634766,configs/FGMRES.json
2693,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,7,0.11382773889352242,0.90042,65.0322515964508,configs/FGMRES.json
2694,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,7,0.11538519828866364,0.89866,65.68486046791077,configs/FGMRES.json
2695,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100000,7,0.0647994461012076,0.96638,505.93840742111206,configs/FGMRES.json
2696,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100000,7,0.06361174436947725,0.96634,506.0035307407379,configs/FGMRES.json
2697,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100000,7,0.06444670639492547,0.9657,498.7675380706787,configs/FGMRES.json
2698,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100000,7,0.06436172748640975,0.96578,507.61179971694946,configs/FGMRES.json
2699,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100000,7,0.06461040102068519,0.96608,505.9997327327728,configs/FGMRES.json
2700,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10,10,0.28846635639134793,0.67832,16.5230450630188,configs/FGMRES.json
2701,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10,10,0.2898811378872397,0.42544,16.568646907806396,configs/FGMRES.json
2702,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10,10,0.2885811578217307,0.55396,9.428754568099976,configs/FGMRES.json
2703,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10,10,0.29166987057055377,0.3974,16.43228769302368,configs/FGMRES.json
2704,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10,10,0.28861895232028456,0.53562,16.93518567085266,configs/FGMRES.json
2705,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,25,10,0.27887403142911305,0.70042,16.79670810699463,configs/FGMRES.json
2706,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,25,10,0.2806177113344431,0.80486,16.88188362121582,configs/FGMRES.json
2707,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,25,10,0.28389456259151047,0.76792,15.920449018478394,configs/FGMRES.json
2708,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,25,10,0.2860571059117695,0.65708,17.160340785980225,configs/FGMRES.json
2709,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,25,10,0.28328181991692014,0.74062,16.433088064193726,configs/FGMRES.json
2710,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,10,0.2694019160159159,0.7944,17.26173996925354,configs/FGMRES.json
2711,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,10,0.26771467983455677,0.87172,16.572130918502808,configs/FGMRES.json
2712,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,10,0.2695511660438498,0.79936,16.48113465309143,configs/FGMRES.json
2713,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,10,0.2703661791430861,0.8325,16.595503330230713,configs/FGMRES.json
2714,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,10,0.26722096781662424,0.8161,16.43665647506714,configs/FGMRES.json
2715,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,10,0.2559349100597116,0.7696,17.077967882156372,configs/FGMRES.json
2716,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,10,0.2450159390936005,0.84664,16.905521392822266,configs/FGMRES.json
2717,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,10,0.24542629288625878,0.84332,17.12345242500305,configs/FGMRES.json
2718,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,10,0.25350860399536573,0.76714,16.8359694480896,configs/FGMRES.json
2719,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,10,0.25045807389627883,0.8572,17.279035329818726,configs/FGMRES.json
2720,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,10,0.20015842168630565,0.8624,17.309033155441284,configs/FGMRES.json
2721,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,10,0.20599362900248264,0.84588,18.02737855911255,configs/FGMRES.json
2722,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,10,0.20173450422833908,0.861,17.787137985229492,configs/FGMRES.json
2723,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,10,0.20407852633948026,0.8492,17.981003761291504,configs/FGMRES.json
2724,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,10,0.20207967863399362,0.85166,17.890408754348755,configs/FGMRES.json
2725,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,10,0.16946707414742282,0.85418,18.898932933807373,configs/FGMRES.json
2726,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,10,0.17266714205124872,0.8552,18.950043201446533,configs/FGMRES.json
2727,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,10,0.16762352001511682,0.85972,18.986417055130005,configs/FGMRES.json
2728,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,10,0.16499289514496981,0.85606,19.013289213180542,configs/FGMRES.json
2729,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,10,0.17469351890402185,0.84842,18.589792490005493,configs/FGMRES.json
2730,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,10,0.14398171435905543,0.86814,21.67924404144287,configs/FGMRES.json
2731,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,10,0.15082980420333805,0.84978,21.67353105545044,configs/FGMRES.json
2732,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,10,0.14816582608935103,0.85728,21.43236756324768,configs/FGMRES.json
2733,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,10,0.14786909678589266,0.85672,21.52778124809265,configs/FGMRES.json
2734,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,10,0.14391631691550724,0.8677,21.68192768096924,configs/FGMRES.json
2735,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,10,0.12173047443057831,0.88804,41.90887379646301,configs/FGMRES.json
2736,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,10,0.12231463888760222,0.88656,41.152535915374756,configs/FGMRES.json
2737,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,10,0.1204784409190246,0.89052,40.95252275466919,configs/FGMRES.json
2738,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,10,0.1199584058608382,0.89074,41.22793245315552,configs/FGMRES.json
2739,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,10,0.12046453438818006,0.88896,41.057546854019165,configs/FGMRES.json
2740,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,10,0.11133672297511399,0.90394,65.26663184165955,configs/FGMRES.json
2741,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,10,0.11105462976480895,0.90538,65.6797342300415,configs/FGMRES.json
2742,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,10,0.11073831855532579,0.90528,65.09611344337463,configs/FGMRES.json
2743,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,10,0.10969974249470156,0.90676,66.03991913795471,configs/FGMRES.json
2744,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,10,0.11007552261228504,0.90684,65.34031271934509,configs/FGMRES.json
2745,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100000,10,0.06430660871236486,0.96658,509.842720746994,configs/FGMRES.json
2746,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100000,10,0.06431041558459052,0.96614,504.85144448280334,configs/FGMRES.json
2747,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100000,10,0.06434136821009365,0.96558,511.1697039604187,configs/FGMRES.json
2748,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100000,10,0.06446222131905699,0.96526,505.8326654434204,configs/FGMRES.json
2749,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100000,10,0.06432029990479081,0.96556,506.74311566352844,configs/FGMRES.json
2750,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10,15,0.2861109144666115,0.66946,17.08047318458557,configs/FGMRES.json
2751,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10,15,0.2860979736494285,0.59614,17.338470935821533,configs/FGMRES.json
2752,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10,15,0.288414404160906,0.42638,17.497835159301758,configs/FGMRES.json
2753,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10,15,0.2859351346778235,0.63714,16.66109824180603,configs/FGMRES.json
2754,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10,15,0.2847070803847832,0.54778,17.047449111938477,configs/FGMRES.json
2755,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,25,15,0.27197937493852103,0.78342,16.98733949661255,configs/FGMRES.json
2756,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,25,15,0.2741649671154599,0.84064,16.80949854850769,configs/FGMRES.json
2757,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,25,15,0.276261794362923,0.71228,16.90670943260193,configs/FGMRES.json
2758,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,25,15,0.27677027645308827,0.74222,17.4298574924469,configs/FGMRES.json
2759,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,25,15,0.2748834429060794,0.73312,17.636307954788208,configs/FGMRES.json
2760,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,15,0.26292466817477533,0.8651,17.228858709335327,configs/FGMRES.json
2761,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,15,0.2670745954153499,0.76432,17.333120822906494,configs/FGMRES.json
2762,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,15,0.26472686873257395,0.81264,16.730926275253296,configs/FGMRES.json
2763,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,15,0.2642261873762156,0.81422,17.18583583831787,configs/FGMRES.json
2764,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,15,0.26381364425172377,0.80912,17.351173639297485,configs/FGMRES.json
2765,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,15,0.23284501880346978,0.82002,17.51673936843872,configs/FGMRES.json
2766,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,15,0.2350684852423437,0.83548,17.4557785987854,configs/FGMRES.json
2767,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,15,0.23491348942220106,0.85448,17.776307106018066,configs/FGMRES.json
2768,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,15,0.24071447766286497,0.84798,17.581103801727295,configs/FGMRES.json
2769,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,100,15,0.23902719222033447,0.81062,17.410391569137573,configs/FGMRES.json
2770,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,15,0.1985819992725789,0.84324,18.308534860610962,configs/FGMRES.json
2771,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,15,0.19033735231871135,0.85068,18.55556082725525,configs/FGMRES.json
2772,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,15,0.1905275691386049,0.84474,18.229153156280518,configs/FGMRES.json
2773,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,15,0.18781806219818656,0.84724,18.24401545524597,configs/FGMRES.json
2774,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,250,15,0.18716219906349724,0.85828,18.405410289764404,configs/FGMRES.json
2775,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,15,0.15532275960465702,0.86748,19.252965450286865,configs/FGMRES.json
2776,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,15,0.15662865786938407,0.86162,19.448086500167847,configs/FGMRES.json
2777,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,15,0.15475017467247204,0.8679,19.447972059249878,configs/FGMRES.json
2778,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,15,0.15712887818100418,0.86894,19.371845483779907,configs/FGMRES.json
2779,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,15,0.1547582771837807,0.86204,19.214064359664917,configs/FGMRES.json
2780,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,15,0.13779712174017844,0.86764,21.90163826942444,configs/FGMRES.json
2781,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,15,0.13657138968045618,0.87286,21.929276943206787,configs/FGMRES.json
2782,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,15,0.13875859703183052,0.86788,22.124302625656128,configs/FGMRES.json
2783,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,15,0.1383908583340842,0.87018,22.263692617416382,configs/FGMRES.json
2784,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,1000,15,0.13746159132352045,0.86916,22.18630075454712,configs/FGMRES.json
2785,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,15,0.11646609731766573,0.89624,42.04746437072754,configs/FGMRES.json
2786,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,15,0.11729292027621152,0.89458,41.91285490989685,configs/FGMRES.json
2787,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,15,0.11784111799974391,0.89186,41.99158430099487,configs/FGMRES.json
2788,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,15,0.11942790616520864,0.89072,41.71636486053467,configs/FGMRES.json
2789,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,15,0.11807906900732631,0.89424,42.23320126533508,configs/FGMRES.json
2790,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,15,0.10610560372936631,0.91382,67.02211952209473,configs/FGMRES.json
2791,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,15,0.10688955801744693,0.91196,67.05817365646362,configs/FGMRES.json
2792,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,10000,15,0.10648312304436869,0.91244,67.38501024246216,configs/FGMRES.json
