,dataset,n_data,dim_reduction_technique,dimension,prob_labels,alpha,n_samples,k,RMSE,Accuracy,KL,MAE,TV,runtime,config
374,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,100,20,0.1492761215118618,0.8132,0.6613578374845956,0.04220194374002319,0.20427706551362165,0.8369243144989014,configs/FGMRES.json
375,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,100,20,0.1492238676626158,0.8342,0.7504413167253455,0.0401607292154875,0.19536068941432544,0.8114542961120605,configs/FGMRES.json
376,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,100,20,0.12521862421651997,0.8711,0.5490473137172985,0.03440344570186117,0.16588952034878884,0.8467185497283936,configs/FGMRES.json
377,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,100,20,0.14328471631369616,0.8282,0.7063204360906501,0.04390631385551765,0.2134918474497862,0.8688559532165527,configs/FGMRES.json
378,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,100,20,0.148729847992034,0.8221,0.6863160126696065,0.043026022227421024,0.20974108976972325,0.8379371166229248,configs/FGMRES.json
379,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,100,20,0.13151777502582387,0.8464,0.6215829073646171,0.036282853340758384,0.17502953893868878,0.8506455421447754,configs/FGMRES.json
380,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,1000,20,0.10817679499162554,0.9013,0.40571758104311584,0.032099083038732,0.1542984675657155,3.420635223388672,configs/FGMRES.json
381,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,1000,20,0.10990047401630446,0.897,0.4283365361926146,0.032405004933298565,0.15512637288642436,3.482170343399048,configs/FGMRES.json
382,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,1000,20,0.10983572641922619,0.8944,0.40903756826832266,0.031926356541134716,0.15382696324595374,3.392477035522461,configs/FGMRES.json
383,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,1000,20,0.10942930698724251,0.9016,0.408894835865592,0.03185693676844299,0.15280360329502865,3.460028886795044,configs/FGMRES.json
384,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,1000,20,0.10994782173614866,0.8972,0.4158819057925116,0.032335479128103986,0.15562313351151377,3.4465413093566895,configs/FGMRES.json
